pad-1 A few months ago	Quantity
A few months ago you	Measure_duration
few months ago you received	Time_vector
ago you received a letter	Receiving
received a letter from me	Text
from me telling the success	Telling
telling the success stories of	Success_or_failure
stories of people who got	People
people who got jobs with	Getting
who got jobs with Goodwill	Being_employed
Goodwill 's help . pad+1	Assistance
Here 's another story of	Increment
story of success from what	Success_or_failure
from what might seem like	Likelihood
what might seem like an	Appearance
might seem like an unlikely	Similarity
like an unlikely source :	Likelihood
an unlikely source : Goodwill	Attributed_information
pad-1 She tells me that	Telling
the 3,666 people we helped	People
people we helped find jobs	Assistance
we helped find jobs in	Locating
helped find jobs in 1998	Being_employed
find jobs in 1998 earned	Temporal_collocation
in 1998 earned approximately $	Earnings_and_losses
1998 earned approximately $ 49	Relational_quantity
that , by helping them	Means
, by helping them find	Assistance
helping them find jobs ,	Locating
them find jobs , Goodwill	Being_employed
, Goodwill reduced the state	Cause_change_of_position_on_a_scale
reduced the state 's Public	Political_locales
's Public Support tab by	Supporting
by an estimated $ 4	Estimating
pad-1 Your gift to Goodwill	Giving
Your gift to Goodwill will	Goal
Goodwill will help us do	Assistance
do even more this year	Increment
more this year because your	Calendric_unit
this year because your gift	Causation
because your gift will be	Giving
will be used to directly	Using
to directly support our work	Supporting
support our work . pad+1	Working_on
pad-1 What kind of work	Type
kind of work does Goodwill	Working_on
does Goodwill do ? pad+1	Intentionally_act
pad-1 Goodwill finds jobs for	Locating
Goodwill finds jobs for people	Being_employed
jobs for people with mental	People
pad-2 pad-1 After Maureen 's	Relative_time
Maureen 's job coach taught	Being_employed
job coach taught her how	Education_teaching
do her job in a	Being_employed
in a restaurant , we	Locale_by_use
, we helped Maureen step	Assistance
the shadow sometimes cast over	Frequency
sometimes cast over people with	Locative_relation
cast over people with physical	People
disabilities and find a fulfilling	Locating
find a fulfilling job smack	Stimulus_focus
a fulfilling job smack dab	Being_employed
smack dab in the middle	Locative_relation
in the middle of society	Part_inner_outer
pad-2 pad-1 Remember what she	Memory
what she said in my	Statement
she said in my last	Medium
in my last letter ?	Relative_time
my last letter ? pad+1	Text
was n't working here ...	Being_employed
n't working here ... I	Locative_relation
would be sad ... ''	Emotion_directed
pad-1 Goodwill helps people get	Assistance
Goodwill helps people get off	People
helps people get off of	Becoming
of public assistance . pad+1	Assistance
pad-1 Sherry learned through our	Education_teaching
that she could rise out	Capability
the welfare system and support	System
system and support her family	Supporting
support her family . pad+1	Kinship
pad-2 pad-1 At Goodwill she	Locative_relation
Goodwill she gained in self	Getting
in the job skills she	Being_employed
the job skills she needed	Expertise
skills she needed to find	Needing
needed to find and keep	Locating
keep a good job .	Desirability
a good job . pad+1	Being_employed
pad-1 `` Coming to Goodwill	Arriving
`` Coming to Goodwill was	Goal
was the first step toward	Ordinal_numbers
the first step toward my	Intentionally_act
toward my becoming totally independent	Becoming
my becoming totally independent .	Degree
I am now ... totally	Temporal_collocation
now ... totally off of	Degree
Goodwill prepares people for life	People
- long employment . pad+1	Being_employed
pad-1 Cornell found a number	Locating
found a number of employment	Quantity
number of employment options that	Being_employed
of employment options that he	Possibilities
that he never dreamed existed	Frequency
never dreamed existed after a	Existence
dreamed existed after a work	Relative_time
after a work - site	Being_employed
work - site injury forced	Locale_by_use
